"ADRNo","SARType","IncidentDate","Received","IncidentType","Serious","SARDay","SARMonth","SARYear","ReportType","PrimarySourceCountry","OccurCountry"
"4712/19","Animal","6/3/2019","6/6/2019","Safety Issue","Y","03","06","2019","Spontaneous and expedited","GB","GB"
"4713/19","Animal","5/26/2019","6/6/2019","Safety Issue","Y","26","05","2019","Spontaneous and expedited","GB","GB"
"4714/19","Animal","1/1/2019","6/6/2019","Safety Issue","Y","","","2019","Other","GB","GB"
"4715/19","Animal","2/15/2019","6/6/2019","Lack of expected efficacy","Y","15","02","2019","Spontaneous and expedited","GB","GB"
"4717/19","Animal","6/5/2019","6/6/2019","Safety Issue","N","05","06","2019","Spontaneous and expedited","GB","GB"
"4718/19","Animal","5/25/2019","6/6/2019","Safety Issue","N","25","05","2019","Spontaneous and expedited","GB","GB"
"4719/19","Animal","4/1/2019","6/6/2019","Safety Issue","Y","","04","2019","Spontaneous and expedited","GB","GB"
"4720/19","Animal","3/2/2019","6/6/2019","Safety Issue","Y","02","03","2019","Spontaneous and expedited","GB","GB"
"4721/19","Animal","5/18/2019","6/6/2019","Safety Issue","Y","18","05","2019","Spontaneous and expedited","GB","GB"
"4219/19","Animal","4/2/2019","5/18/2019","Safety issue","N","02","04","2019","Spontaneous and expedited","GB","GB"
"4220/19","Animal","5/16/2019","5/18/2019","Safety Issue","Y","16","05","2019","Spontaneous and expedited","GB","GB"
"4221/19","Animal","5/14/2019","5/18/2019","Safety Issue","Y","14","05","2019","Spontaneous and expedited","GB","GB"
"4222/19","Animal","5/9/2019","5/18/2019","Safety Issue","Y","09","05","2019","Spontaneous and expedited","GB","GB"
"4223/19","Animal","4/1/2017","5/19/2019","Safety issue","Y","01","04","2017","Spontaneous and expedited","GB","GB"
"4224/19","Animal","3/25/2019","5/20/2019","Lack of expected efficacy","N","25","03","2019","Spontaneous and expedited","GB","GB"
"4225/19","Animal","5/18/2019","5/20/2019","Safety issue","N","18","05","2019","Spontaneous and expedited","GB","GB"
"4226/19","Animal","5/17/2019","5/20/2019","Safety issue","N","17","05","2019","Spontaneous and expedited","GB","GB"
"4227/19","Animal","5/7/2019","5/20/2019","Safety issue","N","07","05","2019","Spontaneous and expedited","GB","GB"
"4228/19","Animal","5/18/2019","5/20/2019","Safety issue","Y","18","05","2019","Spontaneous and expedited","GB","GB"
"4230/19","Animal","5/1/2019","5/20/2019","Lack of expected efficacy","Y","","05","2019","Spontaneous and expedited","GB","GB"
"4231/19","Animal","5/14/2019","5/20/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4232/19","Animal","5/16/2019","5/20/2019","Safety issue","Y","16","05","2019","Spontaneous and expedited","GB","GB"
"4233/19","Animal","1/1/2019","5/20/2019","Safety Issue","Y","","","2019","Spontaneous and expedited","GB","GB"
"4234/19","Animal","3/20/2019","5/20/2019","Safety issue","N","20","03","2019","Spontaneous and expedited","GB","GB"
"4235/19","Animal","3/20/2019","5/20/2019","Safety issue","N","20","03","2019","Spontaneous and expedited","GB","GB"
"4236/19","Animal","5/19/2019","5/20/2019","Safety issue","N","19","05","2019","Spontaneous and expedited","GB","GB"
"4237/19","Animal","4/30/2019","5/20/2019","Safety issue","N","30","04","2019","Spontaneous and expedited","GB","GB"
"4238/19","Animal","5/9/2019","5/21/2019","Safety Issue","Y","09","05","2019","Spontaneous and expedited","GB","GB"
"4239/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4240/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4241/19","Animal","5/16/2019","5/21/2019","Safety issue","N","16","05","2019","Report from study","GB","GB"
"4242/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4243/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4244/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4245/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4246/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4247/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4248/19","Animal","4/5/2019","5/21/2019","Safety Issue","N","05","04","2019","Spontaneous and expedited","GB","GB"
"4249/19","Animal","3/4/2019","5/21/2019","Safety Issue","Y","04","03","2019","Spontaneous and expedited","GB","GB"
"4250/19","Animal","5/17/2019","5/21/2019","Safety Issue","Y","17","05","2019","Spontaneous and expedited","GB","GB"
"4251/19","Human","4/15/2019","5/21/2019","Safety Issue","","27","03","2019","Spontaneous and expedited","GB","GB"
"4252/19","Animal","12/1/2017","5/21/2019","Safety Issue","N","01","12","2017","Spontaneous and expedited","GB","GB"
"4253/19","Animal","11/1/2017","5/21/2019","Lack of expected efficacy","Y","01","11","2017","Spontaneous and expedited","GB","GB"
"4254/19","Human","5/8/2019","5/21/2019","Safety Issue","","08","05","2019","Spontaneous and expedited","GB","GB"
"4255/19","Animal","2/19/2019","5/21/2019","Safety Issue","Y","19","02","2019","Spontaneous and expedited","GB","GB"
"4256/19","Animal","12/29/2018","5/21/2019","Safety Issue","Y","29","12","2018","Spontaneous and expedited","GB","GB"
"4257/19","Animal","2/15/2019","5/21/2019","Safety Issue","N","15","02","2019","Spontaneous and expedited","GB","GB"
"4258/19","Animal","4/1/2019","5/21/2019","Safety Issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"4259/19","Animal","3/13/2019","5/21/2019","Safety Issue","Y","13","03","2019","Spontaneous and expedited","GB","GB"
"4260/19","Animal","4/25/2019","5/21/2019","Safety Issue","N","25","04","2019","Spontaneous and expedited","GB","GB"
"4261/19","Animal","4/23/2019","5/21/2019","Safety Issue","N","23","04","2019","Spontaneous and expedited","GB","GB"
"4262/19","Animal","4/15/2019","5/21/2019","Safety Issue","N","15","04","2019","Spontaneous and expedited","GB","GB"
"4263/19","Animal","3/6/2018","5/21/2019","Safety Issue","N","06","03","2018","Spontaneous and expedited","GB","GB"
"4264/19","Animal","4/25/2019","5/21/2019","Safety Issue","N","25","04","2019","Spontaneous and expedited","GB","GB"
"4265/19","Animal","5/16/2019","5/21/2019","Safety issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4266/19","Animal","1/1/2017","5/21/2019","Safety Issue","Y","","","2017","Spontaneous and expedited","GB","GB"
"4267/19","Animal","5/8/2019","5/21/2019","Safety Issue","Y","08","05","2019","Spontaneous and expedited","GB","GB"
"4268/19","Animal","2/15/2019","5/21/2019","Safety Issue","Y","15","02","2019","Spontaneous and expedited","GB","GB"
"4269/19","Animal","5/6/2019","5/21/2019","Safety Issue","Y","06","05","2019","Spontaneous and expedited","GB","GB"
"4270/19","Animal","5/4/2019","5/21/2019","Safety Issue","Y","04","05","2019","Spontaneous and expedited","GB","GB"
"4271/19","Animal","5/9/2019","5/21/2019","Safety Issue","Y","09","05","2019","Spontaneous and expedited","GB","GB"
"4272/19","Animal","5/9/2019","5/21/2019","Safety Issue","N","09","05","2019","Spontaneous and expedited","GB","GB"
"4273/19","Animal","5/1/2019","5/21/2019","Safety Issue","Y","01","05","2019","Spontaneous and expedited","GB","GB"
"4274/19","Animal","4/24/2019","5/21/2019","Safety issue","N","24","04","2019","Spontaneous and expedited","GB","GB"
"4275/19","Animal","4/9/2019","5/21/2019","Safety Issue","N","09","04","2019","Spontaneous and expedited","GB","GB"
"4276/19","Animal","5/11/2019","5/21/2019","Safety issue","N","11","05","2019","Spontaneous and expedited","GB","GB"
"4277/19","Animal","5/21/2019","5/21/2019","Safety issue","Y","21","05","2019","Spontaneous and expedited","GB","GB"
"4278/19","Animal","5/8/2019","5/22/2019","Safety Issue","Y","08","05","2019","Spontaneous and expedited","GB","GB"
"4279/19","Animal","5/14/2019","5/22/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4280/19","Animal","5/18/2019","5/22/2019","Safety Issue","Y","18","05","2019","Spontaneous and expedited","GB","GB"
"4281/19","Animal","1/1/2019","5/22/2019","Safety Issue","Y","","01","2019","Spontaneous and expedited","GB","GB"
"4282/19","Animal","1/20/2019","5/22/2019","Lack of expected efficacy","N","20","01","2019","Spontaneous and expedited","GB","GB"
"4722/19","Animal","5/24/2019","6/5/2019","Safety Issue","N","25","05","2019","Spontaneous and expedited","GB","GB"
"4723/19","Animal","6/6/2019","6/6/2019","Safety issue","N","06","06","2019","Spontaneous and expedited","GB","GB"
"4724/19","Animal","6/6/2019","6/7/2019","Safety issue","N","06","06","2019","Spontaneous and expedited","GB","GB"
"4725/19","Animal","6/5/2019","6/7/2019","Safety issue","Y","07","06","2019","Spontaneous and expedited","GB","GB"
"4726/19","Animal","5/26/2019","6/7/2019","Safety issue","N","29","05","2019","Spontaneous and expedited","GB","GB"
"4727/19","Animal","5/17/2019","6/7/2019","Lack of expected efficacy","Y","17","05","2019","Spontaneous and expedited","GB","GB"
"4728/19","Animal","5/23/2019","6/7/2019","Safety Issue","Y","23","05","2019","Spontaneous and expedited","GB","GB"
"4729/19","Animal","1/2/2019","6/7/2019","Safety issue","N","02","01","2019","Spontaneous and expedited","GB","GB"
"4730/19","Animal","5/28/2019","6/7/2019","Safety Issue","Y","28","05","2019","Spontaneous and expedited","GB","GB"
"4731/19","Human","5/1/2019","6/7/2019","Safety Issue","","","05","2019","Spontaneous and expedited","GB","GB"
"4732/19","Animal","2/6/2019","6/7/2019","Safety issue","N","06","02","2019","Spontaneous and expedited","GB","GB"
"4733/19","Animal","12/14/2018","6/7/2019","Lack of expected efficacy","Y","14","12","2018","Spontaneous and expedited","GB","GB"
"4734/19","Animal","5/26/2019","6/7/2019","Safety issue","Y","26","05","2019","Spontaneous and expedited","GB","GB"
"4735/19","Animal","5/6/2019","6/7/2019","Safety issue","N","06","05","2019","Spontaneous and expedited","GB","GB"
"4736/19","Animal","5/26/2019","6/7/2019","Safety Issue","Y","26","05","2019","Spontaneous and expedited","GB","GB"
"4737/19","Animal","5/1/2019","6/7/2019","Safety Issue","Y","01","05","2019","Spontaneous and expedited","GB","GB"
"4738/19","Animal","5/25/2019","6/7/2019","Safety Issue","Y","25","05","2019","Spontaneous and expedited","GB","GB"
"4739/19","Animal","5/27/2019","6/7/2019","Safety Issue","Y","27","05","2019","Spontaneous and expedited","GB","GB"
"4740/19","Animal","5/26/2019","6/7/2019","Safety issue","N","26","05","2019","Spontaneous and expedited","GB","GB"
"4741/19","Animal","5/25/2019","6/7/2019","Safety Issue","Y","25","05","2019","Spontaneous and expedited","GB","GB"
"4742/19","Animal","5/24/2019","6/7/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"4743/19","Animal","5/25/2019","6/7/2019","Safety Issue","Y","25","05","2019","Spontaneous and expedited","GB","GB"
"4744/19","Animal","5/28/2019","6/7/2019","Lack of expected efficacy","Y","28","05","2019","Spontaneous and expedited","GB","GB"
"4745/19","Animal","5/1/2019","6/7/2019","Lack of expected efficacy","Y","01","05","2019","Spontaneous and expedited","GB","GB"
"4746/19","Animal","6/5/2019","6/7/2019","Safety Issue","N","05","06","2019","Spontaneous and expedited","GB","GB"
"4747/19","Animal","5/1/2019","6/7/2019","Safety issue","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4748/19","Animal","5/30/2019","6/7/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"4749/19","Animal","4/1/2019","6/7/2019","Safety Issue","N","","04","2019","Spontaneous and expedited","GB","GB"
"4750/19","Animal","5/24/2019","6/7/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"4751/19","Animal","5/28/2019","6/7/2019","Lack of expected efficacy","Y","28","05","2019","Spontaneous and expedited","GB","GB"
"4752/19","Animal","5/31/2019","6/7/2019","Lack of expected efficacy","Y","31","05","2019","Spontaneous and expedited","GB","GB"
"4753/19","Animal","5/16/2019","6/7/2019","Safety Issue","Y","16","05","2019","Spontaneous and expedited","GB","GB"
"4754/19","Animal","6/7/2019","6/7/2019","Safety issue","N","07","06","2019","Spontaneous and expedited","GB","GB"
"4755/19","Human","6/5/2019","6/7/2019","Safety Issue","","05","06","2019","Spontaneous and expedited","GB","GB"
"4756/19","Animal","5/28/2019","6/7/2019","Safety Issue","Y","20","05","2019","Spontaneous and expedited","GB","GB"
"4757/19","Animal","6/7/2018","6/7/2019","Safety Issue","Y","07","06","2018","Spontaneous and expedited","GB","GB"
"4758/19","Animal","6/6/2019","6/7/2019","Safety issue","N","06","06","2019","Spontaneous and expedited","GB","GB"
"4759/19","Animal","5/14/2019","6/8/2019","Safety issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4760/19","Animal","5/28/2019","6/8/2019","Safety issue","N","28","05","2019","Spontaneous and expedited","GB","GB"
"4761/19","Animal","6/7/2019","6/8/2019","Safety issue","N","07","06","2019","Spontaneous and expedited","GB","GB"
"4762/19","Animal","6/6/2019","6/8/2019","Safety issue","Y","06","06","2019","Spontaneous and expedited","GB","GB"
"4763/19","Animal","6/8/2019","6/8/2019","Safety issue","N","08","06","2019","Spontaneous and expedited","GB","GB"
"4764/19","Animal","6/1/2019","6/8/2019","Safety issue","N","01","06","2019","Spontaneous and expedited","GB","GB"
"4765/19","Animal","5/29/2019","6/10/2019","Safety Issue","Y","29","05","2019","Spontaneous and expedited","GB","GB"
"4766/19","Animal","6/9/2019","6/10/2019","Safety issue","Y","09","06","2019","Spontaneous and expedited","GB","GB"
"4767/19","Animal","6/3/2019","6/10/2019","Safety issue","Y","20","05","2019","Spontaneous and expedited","GB","GB"
"4768/19","Animal","5/30/2019","6/10/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"4769/19","Animal","6/2/2019","6/10/2019","Safety issue","N","05","06","2019","Spontaneous and expedited","GB","GB"
"4770/19","Animal","2/16/2019","6/10/2019","Safety Issue","N","16","02","2019","Spontaneous and expedited","GB","GB"
"4771/19","Animal","5/1/2019","6/10/2019","Lack of expected efficacy","Y","","05","2019","Spontaneous and expedited","GB","GB"
"4772/19","Animal","6/2/2019","6/10/2019","Safety issue","N","02","06","2019","Spontaneous and expedited","GB","GB"
"4773/19","Animal","12/1/2018","6/10/2019","Lack of expected efficacy","Y","","12","2018","Spontaneous and expedited","GB","GB"
"4774/19","Animal","5/20/2019","6/10/2019","Safety issue","N","20","05","2019","Spontaneous and expedited","GB","GB"
"4775/19","Animal","6/10/2019","6/10/2019","Safety issue","N","10","06","2019","Spontaneous and expedited","GB","GB"
"4776/19","Animal","6/3/2019","6/10/2019","Safety issue","N","03","06","2019","Spontaneous and expedited","GB","GB"
"4777/19","Animal","1/16/2017","6/10/2019","Safety Issue","Y","16","01","2017","Spontaneous and expedited","GB","GB"
"4778/19","Animal","6/9/2019","6/10/2019","Safety issue","Y","09","06","2019","Spontaneous and expedited","GB","GB"
"4779/19","Animal","11/1/2018","6/10/2019","Lack of expected efficacy","Y","","11","2018","Spontaneous and expedited","GB","GB"
"4780/19","Animal","10/1/2018","6/10/2019","Safety Issue","Y","","10","2018","Spontaneous and expedited","GB","GB"
"4781/19","Animal","4/3/2019","6/10/2019","Safety issue","N","03","04","2019","Spontaneous and expedited","GB","GB"
"4782/19","Animal","5/21/2019","6/10/2019","Safety Issue","Y","21","05","2019","Spontaneous and expedited","GB","GB"
"4783/19","Animal","5/13/2019","6/11/2019","Lack of expected efficacy","Y","13","05","2019","Spontaneous and expedited","GB","GB"
"4784/19","Animal","5/29/2019","6/11/2019","Lack of expected efficacy","N","29","05","2019","Spontaneous and expedited","GB","GB"
"4785/19","Animal","5/1/2019","6/11/2019","Lack of expected efficacy","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4786/19","Animal","5/1/2019","6/11/2019","Safety Issue","N","","05","2019","Spontaneous and expedited","GB","GB"
"4787/19","Animal","5/29/2019","6/11/2019","Safety Issue","N","29","05","2019","Spontaneous and expedited","GB","GB"
"4788/19","Animal","5/15/2019","6/11/2019","Lack of expected efficacy","N","15","05","2019","Spontaneous and expedited","GB","GB"
"4789/19","Animal","5/24/2019","6/11/2019","Lack of expected efficacy","N","24","05","2019","Spontaneous and expedited","GB","GB"
"4790/19","Animal","4/29/2019","6/11/2019","Safety Issue","N","29","04","2019","Spontaneous and expedited","GB","GB"
"4791/19","Animal","5/13/2019","6/11/2019","Lack of expected efficacy","Y","13","05","2019","Spontaneous and expedited","GB","GB"
"4792/19","Animal","5/30/2019","6/11/2019","Safety Issue","N","30","05","2019","Spontaneous and expedited","GB","GB"
"4793/19","Animal","12/20/2018","6/11/2019","Lack of expected efficacy","N","20","12","2018","Spontaneous and expedited","GB","GB"
"4794/19","Animal","1/1/2019","6/11/2019","Safety Issue","Y","","01","2019","Spontaneous and expedited","GB","GB"
"4795/19","Animal","5/10/2019","6/11/2019","Safety Issue","N","10","05","2019","Spontaneous and expedited","GB","GB"
"4796/19","Animal","5/31/2019","6/11/2019","Safety Issue","N","31","05","2019","Spontaneous and expedited","GB","GB"
"4797/19","Animal","12/10/2018","6/11/2019","Safety Issue","Y","10","12","2018","Spontaneous and expedited","GB","GB"
"4798/19","Animal","6/5/2019","6/11/2019","Safety Issue","Y","05","06","2019","Spontaneous and expedited","GB","GB"
"4799/19","Animal","10/10/2015","6/11/2019","Safety Issue","Y","10","10","2015","Spontaneous and expedited","GB","GB"
"4800/19","Animal","1/1/2018","6/11/2019","Safety Issue","Y","","01","2018","Spontaneous and expedited","GB","GB"
"4801/19","Animal","5/10/2019","6/11/2019","Safety Issue","Y","10","05","2019","Spontaneous and expedited","GB","GB"
"4802/19","Animal","3/6/2019","6/11/2019","Safety Issue","Y","06","03","2019","Spontaneous and expedited","GB","GB"
"4803/19","Animal","5/21/2019","6/11/2019","Safety issue","N","21","05","2019","Spontaneous and expedited","GB","GB"
"4804/19","Animal","6/1/2019","6/11/2019","Safety issue","N","01","06","2019","Spontaneous and expedited","GB","GB"
"4805/19","Animal","3/11/2016","6/11/2019","Safety Issue","Y","11","03","2016","Spontaneous and expedited","GB","GB"
"4806/19","Animal","5/16/2019","6/11/2019","Safety issue","Y","16","05","2019","Spontaneous and expedited","GB","GB"
"4807/19","Animal","6/11/2019","6/11/2019","Safety issue","N","11","06","2019","Spontaneous and expedited","GB","GB"
"4808/19","Human","5/25/2019","6/11/2019","Safety Issue","","25","05","2019","Spontaneous and expedited","GB","GB"
"4809/19","Animal","6/9/2019","6/11/2019","Safety issue","Y","09","06","2019","Spontaneous and expedited","GB","GB"
"4810/19","Animal","5/16/2019","6/11/2019","Safety Issue","Y","16","05","2019","Spontaneous and expedited","GB","GB"
"4811/19","Animal","1/1/2019","6/11/2019","Safety Issue","Y","","01","2019","Spontaneous and expedited","GB","GB"
"4812/19","Animal","6/1/2019","6/11/2019","Safety Issue","Y","","06","2019","Spontaneous and expedited","GB","GB"
"4813/19","Animal","5/23/2019","6/11/2019","Lack of expected efficacy","N","23","05","2019","Spontaneous and expedited","GB","GB"
"4814/19","Animal","6/11/2019","6/11/2019","Safety issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"4815/19","Animal","5/14/2019","6/11/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4816/19","Animal","5/24/2019","6/11/2019","Safety Issue","Y","24","05","2019","Spontaneous and expedited","GB","GB"
"4818/19","Animal","5/21/2019","6/11/2019","Safety Issue","Y","21","05","2019","Spontaneous and expedited","GB","GB"
"4819/19","Animal","3/1/2019","6/11/2019","Safety Issue","Y","","03","2019","Spontaneous and expedited","GB","GB"
"4820/19","Animal","2/1/2019","6/11/2019","Safety Issue","N","","02","2019","Spontaneous and expedited","GB","GB"
"4822/19","Animal","7/1/2013","6/11/2019","Safety Issue","N","","07","2013","Spontaneous and expedited","GB","GB"
"4823/19","Animal","5/3/2019","6/11/2019","Safety Issue","N","03","05","2019","Spontaneous and expedited","GB","GB"
"4824/19","Animal","5/1/2019","6/11/2019","Lack of expected efficacy","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4825/19","Animal","4/30/2019","6/11/2019","Safety Issue","Y","30","04","2019","Spontaneous and expedited","GB","GB"
"4826/19","Animal","5/30/2019","6/11/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"4827/19","Animal","5/15/2019","6/11/2019","Safety Issue","N","15","05","2019","Spontaneous and expedited","GB","GB"
"4828/19","Animal","12/9/2018","6/11/2019","Safety Issue","N","09","12","2018","Spontaneous and expedited","GB","GB"
"4829/19","Animal","8/1/2018","6/11/2019","Safety Issue","N","","08","2018","Spontaneous and expedited","GB","GB"
"4830/19","Animal","5/15/2019","6/11/2019","Safety Issue","N","15","05","2019","Spontaneous and expedited","GB","GB"
"4831/19","Animal","5/13/2019","6/11/2019","Safety Issue","N","13","05","2019","Spontaneous and expedited","GB","GB"
"4832/19","Animal","5/1/2019","6/11/2019","Safety Issue","N","","05","2019","Spontaneous and expedited","GB","GB"
"4833/19","Animal","5/1/2019","6/11/2019","Safety Issue","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4835/19","Animal","4/9/2019","6/11/2019","Safety Issue","Y","09","04","2019","Spontaneous and expedited","GB","GB"
"4836/19","Animal","5/15/2019","6/11/2019","Safety Issue","N","15","05","2019","Spontaneous and expedited","GB","GB"
"4834/19","Human","5/6/2019","5/25/2019","Safety Issue","N","06","05","2019","Spontaneous and expedited","GB","GB"
"4837/19","Animal","2/13/2019","6/11/2019","Safety Issue","N","13","02","2019","Spontaneous and expedited","GB","GB"
"4838/19","Animal","4/16/2019","6/11/2019","Safety Issue","N","16","04","2019","Spontaneous and expedited","GB","GB"
"4839/19","Animal","5/16/2019","6/11/2019","Safety Issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4840/19","Animal","4/16/2019","6/11/2019","Safety Issue","N","16","04","2019","Spontaneous and expedited","GB","GB"
"4841/19","Animal","5/14/2019","6/11/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4842/19","Animal","5/1/2019","6/11/2019","Safety Issue","N","","05","2019","Spontaneous and expedited","GB","GB"
"4843/19","Animal","1/1/2018","6/11/2019","Lack of expected efficacy","Y","","","2018","Other","GB","GB"
"4844/19","Animal","1/1/2017","6/11/2019","Lack of expected efficacy","Y","","","2019","Spontaneous and expedited","GB","GB"
"4845/19","Animal","6/11/2019","6/11/2019","Safety issue","N","11","06","2019","Spontaneous and expedited","GB","GB"
"4846/19","Animal","6/11/2019","6/11/2019","Safety issue","N","11","06","2019","Spontaneous and expedited","GB","GB"
"4847/19","Animal","5/16/2019","6/11/2019","Safety Issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4848/19","Animal","5/16/2019","6/11/2019","Safety Issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4283/19","Animal","5/1/2019","5/22/2019","Safety Issue","Y","01","05","2019","Spontaneous and expedited","GB","GB"
"4284/19","Animal","5/21/2019","5/22/2019","Safety issue","Y","21","05","2019","Spontaneous and expedited","GB","GB"
"4285/19","Animal","5/18/2019","5/22/2019","Safety issue","N","18","05","2019","Spontaneous and expedited","GB","GB"
"4286/19","Animal","1/1/2019","5/22/2019","Lack of expected efficacy","N","","01","2019","Spontaneous and expedited","GB","GB"
"4287/19","Animal","4/24/2019","5/22/2019","Lack of expected efficacy","N","24","04","2019","Spontaneous and expedited","GB","GB"
"4288/19","Animal","4/23/2019","5/22/2019","Safety Issue","N","23","04","2019","Spontaneous and expedited","GB","GB"
"4289/19","Animal","2/1/2019","5/22/2019","Safety Issue","N","","02","2019","Spontaneous and expedited","GB","GB"
"4290/19","Animal","4/24/2019","5/22/2019","Safety Issue","N","24","04","2019","Spontaneous and expedited","GB","GB"
"4291/19","Animal","4/3/2019","5/22/2019","Lack of expected efficacy","N","03","04","2019","Spontaneous and expedited","GB","GB"
"4292/19","Animal","5/9/2019","5/22/2019","Safety Issue","Y","20","04","2019","Spontaneous and expedited","GB","GB"
"4293/19","Animal","4/27/2019","5/22/2019","Safety Issue","N","27","04","2019","Spontaneous and expedited","GB","GB"
"4294/19","Animal","4/29/2019","5/22/2019","Safety Issue","N","29","04","2019","Spontaneous and expedited","GB","GB"
"4295/19","Animal","4/18/2018","5/22/2019","Safety Issue","N","18","04","2018","Spontaneous and expedited","GB","GB"
"4296/19","Animal","5/7/2019","5/22/2019","Safety Issue","Y","07","05","2019","Spontaneous and expedited","GB","GB"
"4297/19","Animal","11/1/2018","5/22/2019","Safety Issue","Y","","11","2018","Spontaneous and expedited","GB","GB"
"4298/19","Animal","5/13/2019","5/22/2019","Safety issue","N","13","05","2019","Spontaneous and expedited","GB","GB"
"4299/19","Animal","11/29/2018","5/22/2019","Safety Issue","N","29","11","2018","Spontaneous and expedited","GB","GB"
"4300/19","Animal","8/1/2016","5/22/2019","Safety Issue","Y","","08","2016","Spontaneous and expedited","GB","GB"
"4301/19","Animal","5/19/2019","5/22/2019","Safety issue","N","19","05","2019","Spontaneous and expedited","GB","GB"
"4302/19","Animal","5/20/2019","5/22/2019","Safety issue","N","20","05","2019","Spontaneous and expedited","GB","GB"
"4303/19","Animal","4/27/2019","5/22/2019","Safety Issue","Y","27","04","2019","Spontaneous and expedited","GB","GB"
"4304/19","Animal","5/1/2018","5/22/2019","Safety issue","N","01","05","2018","Spontaneous and expedited","GB","GB"
"4305/19","Animal","5/22/2019","5/22/2019","Safety issue","N","22","05","2019","Spontaneous and expedited","GB","GB"
"4307/19","Animal","4/29/2018","5/23/2019","Safety Issue","Y","29","04","2018","Spontaneous and expedited","GB","GB"
"4308/19","Animal","5/8/2019","5/23/2019","Safety Issue","Y","08","05","2019","Spontaneous and expedited","GB","GB"
"4309/19","Animal","3/16/2019","5/23/2019","Lack of expected efficacy","Y","16","03","2019","Spontaneous and expedited","GB","GB"
"4310/19","Animal","3/22/2019","5/23/2019","Safety Issue","Y","22","03","2019","Spontaneous and expedited","GB","GB"
"4312/19","Animal","5/20/2019","5/23/2019","Safety issue","Y","20","05","2019","Spontaneous and expedited","GB","GB"
"4313/19","Animal","3/2/2019","5/23/2019","Safety issue","Y","02","03","2019","Spontaneous and expedited","GB","GB"
"4314/19","Animal","4/18/2019","5/23/2019","Safety issue","N","18","04","2019","Spontaneous and expedited","GB","GB"
"4315/19","Animal","1/5/2019","5/23/2019","Safety Issue","Y","05","01","2019","Spontaneous and expedited","GB","GB"
"4316/19","Animal","5/10/2019","5/23/2019","Safety Issue","Y","10","05","2019","Spontaneous and expedited","GB","GB"
"4317/19","Animal","5/8/2019","5/23/2019","Safety Issue","Y","08","05","2019","Spontaneous and expedited","GB","GB"
"4318/19","Human","5/22/2019","5/23/2019","Safety Issue","","22","05","2019","Spontaneous and expedited","GB","GB"
"4319/19","Animal","5/1/2019","5/23/2019","Safety Issue","Y","","05","2019","Spontaneous and expedited","GB","GB"
"4320/19","Animal","5/1/2019","5/23/2019","Safety Issue","Y","","05","2019","Spontaneous and expedited","GB","GB"
"4321/19","Animal","5/12/2019","5/23/2019","Safety issue","N","12","05","2019","Spontaneous and expedited","GB","GB"
"5056/19","Animal","5/25/2019","6/19/2019","Safety Issue","Y","25","05","2019","Spontaneous and expedited","GB","GB"
"5057/19","Animal","3/8/2019","6/19/2019","Safety Issue","N","08","03","2019","Spontaneous and expedited","GB","GB"
"5058/19","Animal","5/21/2019","6/19/2019","Safety Issue","N","21","05","2019","Spontaneous and expedited","GB","GB"
"5059/19","Animal","5/8/2019","6/19/2019","Safety Issue","N","08","05","2019","Spontaneous and expedited","GB","GB"
