"ADRNo","SARType","IncidentDate","Received","IncidentType","Serious","SARDay","SARMonth","SARYear","ReportType","PrimarySourceCountry","OccurCountry"
"0539/19","Animal","10/21/2013","1/22/2019","Safety Issue","N","21","10","2013","Spontaneous and expedited","GB","GB"
"0540/19","Animal","1/17/2019","1/22/2019","Safety Issue","Y","17","01","2019","Spontaneous and expedited","GB","GB"
"0541/19","Animal","1/18/2019","1/22/2019","Safety issue","N","18","01","2019","Spontaneous and expedited","GB","GB"
"0542/19","Animal","1/9/2019","1/22/2019","Safety Issue","Y","09","01","2019","Spontaneous and expedited","GB","GB"
"0543/19","Human","12/11/2018","1/22/2019","Safety Issue","","","09","2018","Spontaneous and expedited","GB","GB"
"0545/19","Animal","11/29/2018","1/22/2019","Safety issue","N","29","11","2018","Spontaneous and expedited","GB","GB"
"0546/19","Animal","9/5/2018","1/22/2019","Safety issue","N","05","09","2018","Spontaneous and expedited","GB","GB"
"0547/19","Animal","9/5/2018","1/22/2019","Safety issue","N","05","09","2018","Spontaneous and expedited","GB","GB"
"0548/19","Animal","1/20/2019","1/22/2019","Safety issue","N","20","01","2019","Spontaneous and expedited","GB","GB"
"0549/19","Animal","1/10/2019","1/22/2019","Safety issue","N","20","01","2019","Spontaneous and expedited","GB","GB"
"0551/19","Animal","11/11/2018","1/22/2019","Safety issue","N","11","11","2018","Spontaneous and expedited","GB","GB"
"0552/19","Animal","1/17/2019","1/22/2019","Safety issue","N","17","01","2019","Spontaneous and expedited","GB","GB"
"0553/19","Animal","1/10/2019","1/23/2019","Safety Issue","Y","10","01","2019","Spontaneous and expedited","GB","GB"
"0554/19","Animal","1/12/2019","1/23/2019","Safety Issue","Y","12","01","2019","Spontaneous and expedited","GB","GB"
"0555/19","Animal","1/17/2019","1/23/2019","Safety Issue","Y","17","01","2019","Spontaneous and expedited","GB","GB"
"0215/19","Animal","12/17/2018","1/10/2019","Safety Issue","N","17","12","2018","Spontaneous and expedited","GB","GB"
"0216/19","Animal","12/13/2018","1/10/2019","Safety Issue","N","13","12","2018","Spontaneous and expedited","GB","GB"
"0217/19","Animal","12/18/2018","1/10/2019","Safety Issue","N","18","12","2018","Spontaneous and expedited","GB","GB"
"0218/19","Animal","12/16/2018","1/10/2019","Safety Issue","N","16","12","2018","Spontaneous and expedited","GB","GB"
"0219/19","Animal","11/27/2018","1/10/2019","Safety Issue","N","27","11","2018","Spontaneous and expedited","GB","GB"
"0220/19","Animal","11/16/2018","1/10/2019","Safety Issue","Y","16","11","2018","Spontaneous and expedited","GB","GB"
"0221/19","Animal","8/28/2013","1/10/2019","Safety Issue","N","28","08","2013","Spontaneous and expedited","GB","GB"
"0222/19","Animal","7/31/2013","1/10/2019","Safety Issue","N","31","07","2013","Spontaneous and expedited","GB","GB"
"0223/19","Animal","3/1/2013","1/10/2019","Safety Issue","N","","03","2013","Spontaneous and expedited","GB","GB"
"0224/19","Animal","12/29/2018","1/10/2019","Safety issue","N","29","12","2018","Spontaneous and expedited","GB","GB"
"0225/19","Animal","12/19/2018","1/10/2019","Safety Issue","N","19","12","2018","Spontaneous and expedited","GB","GB"
"0226/19","Animal","11/24/2018","1/10/2019","Safety Issue","N","24","11","2018","Spontaneous and expedited","GB","GB"
"0227/19","Animal","12/20/2018","1/10/2019","Lack of expected efficacy","Y","20","12","2018","Spontaneous and expedited","GB","GB"
"0228/19","Human","1/2/2019","1/10/2019","Safety Issue","","03","01","2019","Spontaneous and expedited","GB","GB"
"0229/19","Animal","10/21/2018","1/10/2019","Safety Issue","N","21","10","2018","Spontaneous and expedited","GB","GB"
"0230/19","Animal","12/17/2018","1/10/2019","Safety Issue","N","17","12","2018","Spontaneous and expedited","GB","GB"
"0231/19","Animal","1/9/2019","1/10/2019","Safety issue","Y","09","01","2019","Spontaneous and expedited","GB","GB"
"0232/19","Animal","12/14/2018","1/10/2019","Safety Issue","Y","14","12","2018","Spontaneous and expedited","GB","GB"
"0233/19","Animal","1/8/2019","1/10/2019","Safety issue","Y","08","01","2019","Spontaneous and expedited","GB","GB"
"0234/19","Animal","8/1/2018","1/10/2019","Safety Issue","Y","","08","2018","Spontaneous and expedited","GB","GB"
"0235/19","Animal","10/22/2018","1/10/2019","Safety Issue","Y","22","10","2018","Spontaneous and expedited","GB","GB"
"0236/19","Animal","12/28/2018","1/10/2019","Safety Issue","Y","28","12","2018","Spontaneous and expedited","GB","GB"
"0237/19","Animal","12/26/2018","1/10/2019","Lack of expected efficacy","Y","26","12","2018","Spontaneous and expedited","GB","GB"
"0238/19","Animal","2/18/2013","1/10/2019","Lack of expected efficacy","Y","18","02","2013","Other","GB","GB"
"0239/19","Animal","12/27/2018","1/10/2019","Safety Issue","Y","27","12","2018","Spontaneous and expedited","GB","GB"
"0240/19","Animal","12/24/2018","1/10/2019","Lack of expected efficacy","Y","24","12","2018","Spontaneous and expedited","GB","GB"
"0241/19","Animal","1/5/2019","1/10/2019","Safety Issue","Y","05","01","2019","Spontaneous and expedited","GB","GB"
"0242/19","Animal","12/21/2018","1/10/2019","Lack of expected efficacy","Y","21","12","2018","Spontaneous and expedited","GB","GB"
"0243/19","Animal","11/12/2018","1/10/2019","Safety Issue","Y","12","11","2018","Spontaneous and expedited","GB","GB"
"0244/19","Animal","12/18/2018","1/10/2019","Lack of expected efficacy","Y","18","12","2018","Spontaneous and expedited","GB","GB"
"0245/19","Animal","1/9/2019","1/10/2019","Safety Issue","Y","09","01","2019","Spontaneous and expedited","GB","GB"
"0246/19","Animal","1/5/2019","1/10/2019","Safety Issue","Y","05","01","2019","Spontaneous and expedited","GB","GB"
"0247/19","Human","9/8/2017","1/10/2019","Safety Issue","","08","09","2017","Spontaneous and expedited","GB","GB"
"0248/19","Animal","12/15/2018","1/10/2019","Safety Issue","N","15","12","2018","Spontaneous and expedited","GB","GB"
"0249/19","Animal","9/4/2018","1/10/2019","Safety Issue","N","04","09","2018","Spontaneous and expedited","GB","GB"
"0250/19","Animal","12/20/2018","1/10/2019","Safety Issue","N","20","12","2018","Spontaneous and expedited","GB","GB"
"0251/19","Animal","12/17/2018","1/10/2019","Safety Issue","N","17","12","2018","Spontaneous and expedited","GB","GB"
"0252/19","Animal","1/1/2019","1/10/2019","Safety issue","N","01","01","2019","Spontaneous and expedited","GB","GB"
"0253/19","Animal","10/14/2018","1/10/2019","Lack of expected efficacy","N","14","10","2018","Spontaneous and expedited","GB","GB"
"0254/19","Animal","12/22/2018","1/10/2019","Lack of expected efficacy","N","22","12","2018","Spontaneous and expedited","GB","GB"
"0255/19","Animal","1/4/2019","1/10/2019","Safety issue","Y","03","01","2019","Spontaneous and expedited","GB","GB"
"0256/19","Animal","10/9/2018","1/10/2019","Lack of expected efficacy","Y","09","10","2018","Spontaneous and expedited","GB","GB"
"0257/19","Animal","12/14/2018","1/10/2019","Safety issue","N","14","12","2018","Spontaneous and expedited","GB","GB"
"0258/19","Animal","12/1/2018","1/11/2019","Lack of expected efficacy","Y","31","12","2018","Spontaneous and expedited","GB","GB"
"0259/19","Animal","12/28/2018","1/11/2019","Safety Issue","N","28","12","2018","Spontaneous and expedited","GB","GB"
"0260/19","Animal","10/23/2012","1/11/2019","Safety Issue","N","23","10","2012","Spontaneous and expedited","GB","GB"
"0261/19","Animal","1/10/2019","1/11/2019","Safety issue","N","10","01","2019","Spontaneous and expedited","GB","GB"
"0262/19","Animal","1/6/2019","1/10/2019","Lack of expected efficacy","Y","06","01","2019","Spontaneous and expedited","GB","GB"
"0263/19","Animal","12/16/2018","1/11/2019","Safety issue","Y","16","12","2018","Spontaneous and expedited","GB","GB"
"0264/19","Animal","4/3/2013","1/11/2019","Safety Issue","N","03","04","2013","Spontaneous and expedited","GB","GB"
"0265/19","Animal","12/17/2018","1/10/2019","Safety Issue","N","17","12","2018","Spontaneous and expedited","GB","GB"
"0266/19","Animal","12/22/2018","1/11/2019","Safety issue","N","22","12","2018","Spontaneous and expedited","GB","GB"
"0267/19","Animal","10/11/2013","1/11/2019","Safety Issue","Y","11","10","2013","Spontaneous and expedited","GB","GB"
"0268/19","Animal","9/29/2013","1/11/2019","Safety Issue","N","29","09","2013","Spontaneous and expedited","GB","GB"
"0269/19","Animal","12/7/2018","1/11/2019","Safety issue","Y","07","12","2018","Spontaneous and expedited","GB","GB"
"0270/19","Animal","12/28/2018","1/10/2019","Safety Issue","N","28","12","2018","Spontaneous and expedited","GB","GB"
"0271/19","Animal","1/3/2019","1/11/2019","Safety Issue","Y","03","01","2019","Spontaneous and expedited","GB","GB"
"0272/19","Animal","1/10/2019","1/11/2019","Safety issue","N","10","01","2019","Spontaneous and expedited","GB","GB"
"0273/19","Animal","12/12/2018","1/11/2019","Safety Issue","Y","12","12","2018","Spontaneous and expedited","GB","GB"
"0274/19","Animal","12/30/2018","1/11/2019","Safety Issue","Y","30","12","2018","Spontaneous and expedited","GB","GB"
"0275/19","Animal","1/9/2019","1/11/2019","Safety Issue","Y","09","01","2019","Spontaneous and expedited","GB","GB"
"0276/19","Animal","1/1/2019","1/11/2019","Safety Issue","Y","01","01","2019","Spontaneous and expedited","GB","GB"
"0277/19","Animal","1/8/2019","1/11/2019","Safety Issue","N","08","01","2019","Spontaneous and expedited","GB","GB"
"0278/19","Animal","1/5/2019","1/11/2019","Safety Issue","N","05","01","2019","Spontaneous and expedited","GB","GB"
"0279/19","Animal","12/19/2018","1/11/2019","Safety Issue","N","19","12","2018","Spontaneous and expedited","GB","GB"
"0280/19","Animal","12/10/2018","1/11/2019","Safety issue","Y","10","12","2018","Spontaneous and expedited","GB","GB"
"0281/19","Animal","1/9/2019","1/11/2019","Safety issue","N","09","01","2019","Spontaneous and expedited","GB","GB"
"0282/19","Animal","1/9/2019","1/11/2019","Safety issue","N","10","01","2019","Spontaneous and expedited","GB","GB"
"0283/19","Animal","1/9/2019","1/11/2019","Safety issue","Y","09","01","2019","Spontaneous and expedited","GB","GB"
"0284/19","Animal","12/24/2018","1/11/2019","Lack of expected efficacy","Y","24","12","2018","Spontaneous and expedited","GB","GB"
"0285/19","Animal","12/23/2018","1/11/2019","Safety issue","N","23","12","2018","Spontaneous and expedited","GB","GB"
"0286/19","Animal","1/10/2019","1/11/2019","Safety issue","N","10","01","2019","Spontaneous and expedited","GB","GB"
"0287/19","Animal","1/10/2019","1/11/2019","Safety issue","Y","10","01","2019","Spontaneous and expedited","GB","GB"
"0288/19","Animal","12/23/2018","1/11/2019","Safety issue","N","23","12","2018","Spontaneous and expedited","GB","GB"
"0289/19","Animal","1/9/2019","1/12/2019","Safety issue","N","09","01","2019","Spontaneous and expedited","GB","GB"
"0290/19","Animal","8/9/2018","1/12/2019","Safety issue","N","09","08","2018","Spontaneous and expedited","GB","GB"
"0291/19","Animal","1/11/2019","1/12/2019","Safety issue","N","11","01","2019","Spontaneous and expedited","GB","GB"
"0292/19","Animal","1/10/2019","1/13/2019","Safety issue","N","10","01","2019","Spontaneous and expedited","GB","GB"
"0293/19","Animal","12/14/2018","1/14/2019","Lack of expected efficacy","N","14","12","2018","Spontaneous and expedited","GB","GB"
"0294/19","Animal","12/1/2018","1/14/2019","Lack of expected efficacy","N","01","12","2018","Spontaneous and expedited","GB","GB"
"0295/19","Animal","12/21/2018","1/14/2019","Safety Issue","N","21","12","2018","Spontaneous and expedited","GB","GB"
"0296/19","Animal","12/27/2018","1/14/2019","Safety Issue","N","27","12","2018","Spontaneous and expedited","GB","GB"
"0297/19","Animal","12/28/2018","1/14/2019","Safety Issue","N","28","12","2018","Spontaneous and expedited","GB","GB"
"0298/19","Animal","12/1/2018","1/14/2019","Safety Issue","N","01","12","2018","Spontaneous and expedited","GB","GB"
"0299/19","Animal","12/1/2018","1/14/2019","Safety Issue","N","01","12","2018","Spontaneous and expedited","GB","GB"
"0300/19","Animal","12/20/2018","1/14/2019","Safety Issue","N","20","12","2018","Spontaneous and expedited","GB","GB"
"0301/19","Animal","12/21/2018","1/14/2019","Safety Issue","N","21","12","2018","Spontaneous and expedited","GB","GB"
"0302/19","Animal","11/21/2018","1/14/2019","Safety Issue","N","21","11","2018","Spontaneous and expedited","GB","GB"
"0303/19","Animal","12/28/2018","1/14/2019","Safety Issue","N","28","12","2018","Spontaneous and expedited","GB","GB"
"0304/19","Animal","5/8/2018","1/14/2019","Safety Issue","N","08","05","2018","Spontaneous and expedited","GB","GB"
"0305/19","Animal","11/19/2018","1/14/2019","Lack of expected efficacy","N","19","11","2018","Spontaneous and expedited","GB","GB"
"0306/19","Animal","11/19/2018","1/14/2019","Lack of expected efficacy","N","19","11","2018","Spontaneous and expedited","GB","GB"
"0307/19","Animal","12/31/2018","1/14/2019","Safety Issue","N","31","12","2018","Spontaneous and expedited","GB","GB"
"0308/19","Animal","12/3/2018","1/14/2019","Lack of expected efficacy","N","03","12","2018","Spontaneous and expedited","GB","GB"
"0309/19","Animal","3/1/2013","1/14/2019","Safety Issue","N","","03","2013","Spontaneous and expedited","GB","GB"
"0310/19","Animal","12/30/2018","1/14/2019","Safety issue","N","30","12","2018","Spontaneous and expedited","GB","GB"
"0311/19","Animal","12/9/2018","1/14/2019","Lack of expected efficacy","N","09","12","2018","Spontaneous and expedited","GB","GB"
"0312/19","Animal","1/3/2018","1/14/2019","Safety Issue","N","03","01","2018","Spontaneous and expedited","GB","GB"
"0313/19","Animal","1/12/2019","1/14/2019","Safety issue","N","12","01","2019","Spontaneous and expedited","GB","GB"
"0314/19","Animal","11/5/2018","1/14/2019","Safety Issue","N","05","11","2018","Spontaneous and expedited","GB","GB"
"0315/19","Animal","12/25/2018","1/14/2019","Safety Issue","N","25","12","2018","Spontaneous and expedited","GB","GB"
"0316/19","Animal","12/22/2018","1/14/2019","Safety Issue","N","22","12","2018","Spontaneous and expedited","GB","GB"
"0317/19","Animal","12/28/2018","1/14/2019","Safety Issue","N","28","12","2018","Spontaneous and expedited","GB","GB"
"0318/19","Animal","11/1/2012","1/14/2019","Lack of expected efficacy","N","","11","2012","Spontaneous and expedited","GB","GB"
"0319/19","Animal","6/1/2013","1/14/2019","Safety Issue","Y","","06","2013","Spontaneous and expedited","GB","GB"
"0320/19","Animal","1/1/2019","1/14/2019","Safety Issue","N","01","01","2019","Spontaneous and expedited","GB","GB"
"0321/19","Animal","12/14/2018","1/14/2019","Safety Issue","N","14","12","2018","Spontaneous and expedited","GB","GB"
"0322/19","Animal","10/1/2018","1/14/2019","Lack of expected efficacy","Y","01","10","2018","Spontaneous and expedited","GB","GB"
"0323/19","Animal","12/4/2018","1/14/2019","Safety Issue","N","04","12","2018","Spontaneous and expedited","GB","GB"
"0324/19","Animal","12/24/2018","1/14/2019","Safety Issue","N","24","12","2018","Spontaneous and expedited","GB","GB"
"0325/19","Animal","12/24/2018","1/14/2019","Safety Issue","N","24","12","2018","Spontaneous and expedited","GB","GB"
"0326/19","Animal","12/1/2018","1/14/2019","Safety Issue","N","01","12","2018","Spontaneous and expedited","GB","GB"
"0327/19","Animal","11/8/2017","1/14/2019","Safety Issue","Y","08","11","2017","Spontaneous and expedited","GB","GB"
"0328/19","Animal","12/22/2018","1/14/2019","Safety Issue","N","22","12","2018","Spontaneous and expedited","GB","GB"
"0329/19","Animal","6/1/2018","1/14/2019","Safety Issue","N","01","06","2018","Spontaneous and expedited","GB","GB"
"0330/19","Animal","12/14/2018","1/14/2019","Safety Issue","N","14","12","2018","Spontaneous and expedited","GB","GB"
"0331/19","Animal","12/29/2018","1/7/2019","Safety Issue","N","29","12","2018","Spontaneous and expedited","GB","GB"
"0332/19","Animal","12/21/2018","1/14/2019","Safety Issue","N","21","12","2018","Spontaneous and expedited","GB","GB"
"0333/19","Animal","12/21/2018","1/14/2019","Safety Issue","N","21","12","2018","Spontaneous and expedited","GB","GB"
"0334/19","Animal","12/21/2018","1/14/2019","Safety Issue","N","21","12","2018","Spontaneous and expedited","GB","GB"
"0335/19","Animal","11/1/2018","1/14/2019","Safety Issue","Y","","11","2018","Spontaneous and expedited","GB","GB"
"0336/19","Animal","5/1/2013","1/14/2019","Safety Issue","N","","05","2013","Spontaneous and expedited","GB","GB"
"0337/19","Animal","4/2/2013","1/14/2019","Safety Issue","N","02","04","2013","Spontaneous and expedited","GB","GB"
"0338/19","Animal","12/13/2018","1/14/2019","Safety issue","N","13","12","2018","Spontaneous and expedited","GB","GB"
"0339/19","Animal","1/1/2019","1/14/2019","Safety issue","N","01","01","2019","Spontaneous and expedited","GB","GB"
"0340/19","Animal","9/8/2013","1/14/2019","Safety Issue","N","08","09","2013","Spontaneous and expedited","GB","GB"
"0341/19","Animal","1/1/2013","1/14/2019","Safety Issue","N","","","2013","Spontaneous and expedited","GB","GB"
"0342/19","Animal","12/17/2018","1/14/2019","Safety Issue","N","17","12","2018","Spontaneous and expedited","GB","GB"
"0344/19","Animal","1/5/2019","1/14/2019","Safety issue","N","05","01","2019","Spontaneous and expedited","GB","GB"
"0345/19","Animal","10/26/2018","1/14/2019","Safety issue","N","26","10","2018","Spontaneous and expedited","GB","GB"
"0346/19","Animal","1/12/2019","1/14/2019","Safety issue","Y","12","01","2019","Spontaneous and expedited","GB","GB"
