ADRNo;AnimalClass;AnimalSpecies;AnimalRole;ProductionType;AnimalSex;FemaleStatus;AnimalBreed;AnimalAge;AgeUnit;AgeType;MinimumAge;MaximumAge;AnimalWeight;WeightType;MinimumWeight;MaximumWeight;ParentOfCrossbreed;ClassCode;SpeciesCode;BreedCode
0977/19;Felidae;Feline/cat;Companion;;Male;;Domestic Shorthair;3.23;Month;;;;1.7;;;;;Fel;FelCa;FelCaxxx
0978/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;15.0;Year;Approximate;;;2.27;Exact;;;;;FelCa;
0979/19;Canidae;Canine/dog;Companion;;Male;;;13.0;Year;Exact;;;10.1;Exact;;;;;CanDo;
0980/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;7.0;Year;Exact;;;32;Exact;;;;;CanDo;
0981/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10.0;Year;Exact;;;6.1;Exact;;;;;CanDo;
0982/19;Canidae;Canine/dog;Companion;;Male;;;14.0;Year;Exact;;;19.5;Exact;;;;;CanDo;
0983/19;Felidae;Feline/cat;Companion;;Female;Unknown;;8.0;Week;Exact;;;;Unknown;;;;;FelCa;
0984/19;Felidae;Feline/cat;Companion;;Female;Unknown;;4.0;Year;Exact;;;;Unknown;;;;;FelCa;
0985/19;Canidae;Canine/dog;Companion;;Male;;;3.0;Month;Exact;;;15.6;Exact;;;;;CanDo;
0986/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;14.0;Year;Exact;;;;Unknown;;;;;FelCa;
0987/19;Canidae;Canine/dog;Companion;;Unknown;;Unspecified;;Year;Exact;;;;Unknown;;;;;CanDo;Uns000
0988/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;6.0;Year;Exact;;;3.85;Exact;;;;;FelCa;
0989/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;7.4;Year;Exact;;;;Unknown;;;;;CanDo;
0991/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;10.0;Year;Exact;;;2.25;Exact;;;;;LepRa;
0992/19;Felidae;Feline/cat;Companion;;Female;Unknown;;3.0;Month;Exact;;;1.37;Exact;;;;;FelCa;
0993/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;1.2;Year;Exact;;;;Unknown;;;;;CanDo;
0994/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4.0;Year;Exact;;;;Unknown;;;;;CanDo;
0995/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Bulldog;2.73;Year;;;;39;;;;;Can;CanDo;CanDo038
0996/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;;;Unknown;;;3.34;Approximate;;;;;FelCa;
0997/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9.0;Year;Approximate;;;5.8;Approximate;;;;;CanDo;
0998/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10.0;Year;Exact;;;37.5;Exact;;;;;CanDo;
0999/19;Felidae;Feline/cat;Companion;;Female;Unknown;;8.0;Month;Exact;;;3.6;Exact;;;;;FelCa;
1000/19;Suidae;Porcine/Pig;Production;;Unknown;;Unspecified;;Day;Approximate;5;7;4;Exact;;;;;SuiPi;Uns000
1001/19;Canidae;Canine/dog;Companion;;Female;Unknown;;12.0;Year;Exact;;;15.3;Exact;;;;;CanDo;
1002/19;Canidae;Canine/dog;Companion;;Female;Unknown;;5.5;Year;Approximate;;;;Unknown;;;;;CanDo;
1003/19;Canidae;Canine/dog;Companion;;Male;;;11.0;Week;Approximate;;;0.7;Exact;;;;;CanDo;
1004/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;;Unknown;;;;;CanDo;
1005/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;5.0;Year;Approximate;;;550.0;Approximate;;;;;EquHo;
1006/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;6.0;Year;Exact;;;4.27;Exact;;;;;FelCa;
1007/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;6.0;Year;Exact;;;4.1;Exact;;;;;FelCa;
1008/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Dalmatian;4.42;Year;;;;20;;;;;Can;CanDo;CanDo074
1009/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;12.0;Year;Exact;;;30.0;Exact;;;;;CanDo;
1010/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16.0;Year;Exact;;;3.8;Exact;;;;;FelCa;
1011/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;FelCa;
1012/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;Year;Exact;3.0;5.0;22.0;Exact;;;;;CanDo;
1013/19;Canidae;Canine/dog;Companion;;Female;;Other - please specify;2.48;Month;;;;2.75;;;;;Can;CanDo;CanDo169
1014/19;Leporidae;European rabbit;Companion;;Female;Unknown;;3.3;Month;Exact;;;1.5;Exact;;;;;LepRa;
1015/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
1016/19;Leporidae;European rabbit;Companion;;Female;Unknown;Unspecified;3.0;Year;Exact;;;1.92;Exact;;;;;LepRa;Uns000
1017/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Terrier - Border ;2.42;Year;;;;11.35;;;;;Can;CanDo;CanDo029
1018/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;4.25;Year;;;;4.6;;;;;Fel;FelCa;FelCaxxx
1019/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;4.25;Year;;;;4.1;;;;;Fel;FelCa;FelCaxxx
1020/19;Felidae;Feline/cat;Companion;;Female;Unknown;;3.0;Month;Approximate;;;1.46;Approximate;;;;;FelCa;
1021/19;Felidae;Feline/cat;Companion;;Female;Unknown;;3.0;Year;Exact;;;;Unknown;;;;;FelCa;
1022/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Unspecified;11.0;Year;Exact;;;;Unknown;;;;;FelCa;Uns000
1023/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8;Year;Exact;;;27;Exact;;;;;CanDo;
1024/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;28.6;Exact;;;;;CanDo;
1025/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1026/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.0;Year;Exact;;;5.2;Exact;;;;;FelCa;
1027/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;13.0;Year;Exact;;;2.7;Exact;;;;;FelCa;
1028/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10.0;Year;Exact;;;13.2;Exact;;;;;CanDo;
1029/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;39.5;Exact;;;;;CanDo;
1030/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;3.9;Year;Exact;;;31.35;Exact;;;;;CanDo;
1031/19;Leporidae;European rabbit;Companion;;Male;;Unspecified;5.0;Year;Approximate;;;;Unknown;;;;;LepRa;Uns000
1032/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;12.5;Exact;;;;;CanDo;
1033/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11.5;Year;Exact;;;25.3;Exact;;;;;CanDo;
1034/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;15.0;Year;Exact;;;4.5;Exact;;;;;FelCa;
1035/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9.0;Year;Exact;;;33.0;Exact;;;;;CanDo;
1036/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;4.0;Year;Exact;;;2.75;Exact;;;;;FelCa;
1037/19;Felidae;Feline/cat;Companion;;Male;;;1.5;Year;Exact;;;4.0;Exact;;;;;FelCa;
1038/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;28.0;Year;Exact;;;;Unknown;;;;;EquHo;
1039/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;34.7;Year;Exact;;;;Unknown;;;;;EquHo;
1040/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;10.0;Year;Exact;;;600.0;Exact;;;;;EquHo;
1041/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.0;Year;Exact;;;;Unknown;;;;;FelCa;
1042/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;10.0;Year;Exact;;;600.0;Exact;;;;;EquHo;
1044/19;Felidae;Feline/cat;Companion;;Male;;;9.0;Year;Exact;;;;Unknown;;;;;FelCa;
1045/19;Canidae;Canine/dog;Companion;;Unknown;;;4.8;Year;Exact;;;45;Exact;;;;;CanDo;
1046/19;Felidae;Feline/cat;Companion;;Female;Unknown;;8.0;Year;Exact;;;;Unknown;;;;;FelCa;
1047/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;14.0;Year;Exact;;;5.2;Exact;;;;;FelCa;
1048/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;11.0;Year;Exact;;;4.0;Exact;;;;;FelCa;
1049/19;Canidae;Canine/dog;Companion;;Female;Unknown;;3.3;Year;Exact;;;26;Exact;;;;;CanDo;
1050/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;6.0;Year;Exact;;;3.71;Exact;;;;;FelCa;
1051/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;13.5;Year;Exact;;;;Unknown;;;;;FelCa;
1052/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;4.5;Year;Exact;;;;Unknown;;;;;FelCa;
1053/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;8.5;Year;Exact;;;;Unknown;;;;;FelCa;
1054/19;Equidae;Equine/horse;Companion;;Female;Unknown;;3.0;Year;Exact;;;;Unknown;;;;;EquHo;
1055/19;Canidae;Canine/dog;Companion;;Male;;;2.5;Year;Exact;;;;Unknown;;;;;CanDo;
1056/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.5;Year;Exact;;;;Unknown;;;;;FelCa;
1057/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;9.5;Year;Exact;;;;Unknown;;;;;FelCa;
1058/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.5;Year;Exact;;;;Unknown;;;;;CanDo;
1059/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;9.5;Year;Exact;;;19.7;Exact;;;;;CanDo;
1060/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.5;Year;Exact;;;;Unknown;;;;;FelCa;
1061/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;2.0;Year;Exact;;;;Unknown;;;;;FelCa;
1062/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;16.0;Year;Exact;;;;Unknown;;;;;FelCa;
1063/19;Canidae;Canine/dog;Companion;;Unknown;;Spaniel - Cocker English ;2;Month;;;;3.4;;;;;Can;CanDo;CanDo096
1065/19;Canidae;Canine/dog;Companion;;Male;;;2.4;Year;Exact;;;28;Exact;28;28;;;CanDo;
1066/19;Canidae;Canine/dog;Companion;;Male;;;2.25;Year;Exact;;;;Unknown;;;;;CanDo;
1067/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16.3;Year;Exact;;;2.91;Exact;;;;;FelCa;
1068/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11;Year;Exact;;;3.88;Exact;;;;;CanDo;
1069/19;Leporidae;European rabbit;Companion;;Male;;;11.0;Month;Exact;;;;Unknown;;;;;LepRa;
1070/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;10.0;Year;Exact;;;;Unknown;;;;;CanDo;
1071/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;14.0;Year;Approximate;;;;Unknown;;;;;CanDo;
1072/19;Canidae;Canine/dog;Companion;;Female;Unknown;;13.0;Year;Approximate;;;;Unknown;;;;;CanDo;
1074/19;Leporidae;European rabbit;Companion;;Female;Unknown;;3.0;Month;Exact;;;;Unknown;;;;;LepRa;
1075/19;Canidae;Canine/dog;Companion;;Female;Unknown;;1.0;Year;Exact;;;5.7;Exact;;;;;CanDo;
1076/19;Felidae;Feline/cat;Companion;;Female;Unknown;;5.0;Year;Exact;;;3.8;Approximate;;;;;FelCa;
1077/19;Canidae;Canine/dog;Companion;;Male;;;11.0;Week;Exact;;;;Unknown;;;;;CanDo;
1078/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1079/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;38.0;Exact;;;;;CanDo;
1080/19;Felidae;Feline/cat;Companion;;Male;;;9.0;Year;Exact;;;3.8;Exact;;;;;FelCa;
1081/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;19.0;Year;Exact;;;350.0;Exact;;;;;EquHo;
1082/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;6;Month;;;;3;;;;;Fel;FelCa;FelCaxxx
1083/19;Bovinae;Bovine/cattle;;Breeder;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
1084/19;Felidae;Feline/cat;Companion;;Female;;;5;Year;;;;4;;;;;;FelCa;
1085/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;3.17;Year;;;;5.2;;;;;Fel;FelCa;FelCaxxx
1086/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;2.7;Year;Exact;;;10.2;Exact;;;;;CanDo;
1087/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Crossbred;5;Year;;;;11;;;;;Can;CanDo;CanDo070
1088/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4.0;Year;Exact;;;43;Exact;;;;;CanDo;
1089/19;Canidae;Canine/dog;Companion;;Male;;;14.0;Week;Exact;;;;Unknown;;;;;CanDo;
1090/19;Felidae;Feline/cat;Companion;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;FelCa;Uns000
1091/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.0;Year;Exact;;;5.5;Exact;;;;;CanDo;
1092/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;3.0;Year;Exact;;;4.76;Exact;;;;;CanDo;
1093/19;Bovinae;Bovine/cattle;Production;;Male-Neutered;;;1;Year;Exact;1;1;;Unknown;;;;;BovCa;
1094/19;Bovinae;Bovine/cattle;Production;Breeder;Mixed;;;3.0;Month;Approximate;;;;Unknown;;;;;BovCa;
1095/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7.5;Year;Approximate;;;9.4;Exact;;;;;CanDo;
1096/19;Equidae;Equine/horse;Companion;;Female;Pregnant - Non-lactating;;10.3;Year;Exact;;;;Unknown;;;;;EquHo;
1097/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;1.5;Year;Exact;;;27.5;Exact;;;;;CanDo;
1100/19;Bovinae;Bovine/cattle;Production;;Unknown;;;7;Week;Approximate;;;;Unknown;;;;;BovCa;
1101/19;Canidae;Canine/dog;Companion;;Male;;;12.0;Year;Exact;;;;Unknown;;;;;CanDo;
1102/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.8;Year;Exact;;;;Unknown;;;;;FelCa;
1103/19;Bovinae;Bovine/cattle;Production;Breeder;Mixed;;;;Month;Exact;4;5;;Unknown;;;;;BovCa;
1104/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.0;Year;Exact;;;;Unknown;;;;;FelCa;
1105/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;7.3;Year;Exact;;;4.08;Exact;;;;;FelCa;
1106/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.0;Year;Exact;;;3.3;Exact;;;;;CanDo;
1107/19;Felidae;Feline/cat;Companion;;Unknown;;;5.0;Month;Exact;;;;Unknown;;;;;FelCa;
1108/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.0;Year;Exact;;;4.86;Exact;;;;;FelCa;
1109/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;12.0;Year;Exact;;;4.0;Exact;;;;;FelCa;
1110/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Siberian Husky;3.08;Year;;;;54;;;;;Can;CanDo;CanDo207
1111/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1113/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;7.0;Year;Exact;;;6.63;Exact;;;;;FelCa;
1114/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;59.0;Exact;;;;;CanDo;
1115/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;16.7;Year;Exact;;;3.59;Exact;;;;;FelCa;
1116/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;15.0;Year;Exact;;;2.8;Exact;;;;;FelCa;
1117/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.1;Year;Exact;;;;Unknown;;;;;FelCa;
1119/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.7;Year;Exact;;;4.0;Exact;;;;;FelCa;
1120/19;Canidae;Canine/dog;Companion;;Female;Unknown;;5.5;Year;Exact;;;16.6;Exact;;;;;CanDo;
1121/19;Canidae;Canine/dog;Companion;;Male;;;4.0;Month;Approximate;;;;Unknown;;;;;CanDo;
1122/19;Canidae;Canine/dog;Companion;;Male;;;5.0;Month;Approximate;;;;Unknown;;;;;CanDo;
1123/19;Canidae;Canine/dog;Companion;;Male;;;6;Month;Unknown;;;19.1;Unknown;;;;;CanDo;
1124/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;11.8;Year;Exact;;;;Unknown;;;;;CanDo;
1125/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;7;Month;;;;3;;;;;Fel;FelCa;FelCaxxx
1126/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;4;Year;Exact;;;33;Exact;;;;;CanDo;
1127/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4.0;Year;Approximate;;;25.0;Approximate;;;;;CanDo;
1130/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;11.0;Year;Exact;;;4.7;Exact;;;;;FelCa;
1131/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Year;Exact;;;5.35;Exact;;;;;FelCa;
1132/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.0;Year;Exact;;;;Exact;38;41;;;CanDo;
1133/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;9.5;Year;Exact;;;4.37;Exact;;;;;FelCa;
1134/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;Unspecified;16.8;Year;Exact;;;;Unknown;;;;;FelCa;Uns000
1135/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Crossbred;2.25;Year;;;;10.5;;;;;Can;CanDo;CanDo070
1136/19;Bovinae;Bovine/cattle;;Broiler;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
1137/19;Felidae;Feline/cat;Companion;;Male;;;15.0;Year;Exact;;;6.38;Exact;;;;;FelCa;
1138/19;Felidae;Feline/cat;Companion;;Female;;Domestic Unspecified;10;Year;;;;4;;;;;Fel;FelCa;FelCaxxx
1140/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4.0;Year;Exact;;;19.8;Exact;;;;;CanDo;
1141/19;Canidae;Canine/dog;Companion;;Male;;;11.0;Year;Exact;;;9.7;Exact;;;;;CanDo;
1139/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;7;Year;;;;6.1;;;;;;FelCa;
1142/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Crossbred;14.02;Year;;;;10.1;;;;;Can;CanDo;CanDo070
1144/19;Bovinae;Bovine/cattle;;Broiler;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
1145/19;Bovinae;Bovine/cattle;;Broiler;Female;Non-pregnant - Lactating;;;;Unknown;;;;Unknown;;;;;BovCa;
1146/19;Bovinae;Bovine/cattle;;Broiler;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
1147/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Bengal;3.5;Year;;;;5.9;;;;;Fel;FelCa;FelCa006
1149/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Bengal;4.5;Year;;;;5.5;;;;;Fel;FelCa;FelCa006
1150/19;Felidae;Feline/cat;Companion;;Female;Unknown;;5;Month;Exact;;;2.4;Exact;;;;;FelCa;
1151/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12;Year;Exact;;;32;Exact;;;;;CanDo;
1152/19;Canidae;Canine/dog;Companion;;Male;;;10.0;Week;Exact;;;11.9;Exact;;;;;CanDo;
1153/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;7;Year;Exact;;;4;Exact;;;;;FelCa;
1154/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;;;Unknown;;;4.75;Exact;;;;;FelCa;
1155/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.0;Year;Exact;;;43.4;Exact;;;;;CanDo;
1156/19;Canidae;Canine/dog;Companion;;Female;Unknown;;3;Year;Exact;;;34.1;Exact;;;;;CanDo;
1158/19;Caprinae;Caprine/goat;Production;;Male;;;;;Unknown;;;;Unknown;;;;;CapGo;
1159/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;;;Unknown;;;16.05;Exact;;;;;CanDo;
1160/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Retriever - Labrador ;10;Year;;;;26;;;;;Can;CanDo;CanDo148
1161/19;Canidae;Canine/dog;Companion;;Male;;;5.0;Month;Exact;;;5.05;Exact;;;;;CanDo;
1162/19;Canidae;Canine/dog;Companion;;Female;;Maltese;6;Month;;;;3.3;;;;;Can;CanDo;CanDo153
1163/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;5.0;Year;Exact;;;;Unknown;;;;;EquHo;
1164/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;2.0;Year;Exact;;;;Unknown;;;;;EquHo;
1165/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;3.0;Year;Exact;;;;Unknown;;;;;EquHo;
1166/19;Equidae;Equine/horse;Companion;;Male;;;17;Year;;;;500;;;;;Equ;EquHo;
1167/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;4.0;Year;Exact;;;;Unknown;;;;;FelCa;
1168/19;Canidae;Canine/dog;Companion;;Male;;;11.0;Year;Approximate;;;4.18;Exact;;;;;CanDo;
1169/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Bichon Frise;7.83;Year;;;;6.25;;;;;Can;CanDo;CanDo026
1170/19;Canidae;Canine/dog;Companion;;Male;;Other - please specify;2.45;Month;;;;5;;;;;Can;CanDo;CanDo169
1171/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Retriever - Labrador ;10;Year;;;;39;;;;;Can;CanDo;CanDo148
1172/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;2.66;Year;Exact;;;13.6;Exact;;;;;CanDo;
1173/19;Canidae;Canine/dog;Companion;;Male;;Terrier - Yorkshire ;6;Month;;;;3.9;;;;;Can;CanDo;CanDo230
1174/19;Equidae;Equine/horse;Companion;;Male;;;25.0;Year;Approximate;;;;Unknown;;;;;EquHo;
1175/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;8.0;Year;Exact;;;;Unknown;;;;;EquHo;
1176/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1177/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;25.0;Year;Approximate;;;532.0;Exact;;;;;EquHo;
1178/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.6;Year;Exact;;;5.11;Exact;;;;;FelCa;
1179/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;3.0;Year;Exact;;;5.5;Exact;;;;;CanDo;
1180/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;17.0;Year;Exact;;;;Unknown;;;;;EquHo;
1181/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;EquHo;
1182/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Lactating;;;;Unknown;;;;Unknown;;;;;CanDo;
1183/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;22.0;Year;Approximate;;;;Unknown;;;;;EquHo;
1184/19;Felidae;Feline/cat;Companion;;Mixed;Unknown;;7.0;Year;Exact;;;;Unknown;;;;;FelCa;
1185/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;EquHo;
1186/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;12.4;Year;Exact;;;5.6;Exact;;;;;FelCa;
1187/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;12.4;Year;Exact;;;7.8;Exact;;;;;FelCa;
1188/19;Equidae;Equine/horse;Companion;;Female;Unknown;;10.0;Year;Exact;;;;Unknown;;;;;EquHo;
1189/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;7.5;Exact;;;;;CanDo;
1190/19;Felidae;Feline/cat;Companion;;Male;;;3.0;Month;Exact;;;1.8;Exact;;;;;FelCa;
1191/19;Felidae;Feline/cat;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1192/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;20.0;Year;Approximate;;;;Unknown;;;;;EquHo;
1193/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;12.6;Year;Exact;;;6.4;Exact;;;;;FelCa;
1194/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12.0;Year;Exact;;;26.0;Exact;;;;;CanDo;
1195/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1196/19;Bovinae;Bovine/cattle;Production;;Unknown;Unknown;;5.0;Week;Exact;;;;Unknown;;;;;BovCa;
1197/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;12.0;Year;Exact;;;8.0;Exact;;;;;CanDo;
1198/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;23.0;Year;Exact;;;;Unknown;;;;;EquHo;
1199/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11;Week;Exact;;;1.63;Exact;1.63;1.63;;;CanDo;
1200/19;Canidae;Canine/dog;Companion;;Male;;;3.37;Year;;;;14.2;;;;;Can;CanDo;
1201/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;7.4;Year;Exact;;;4.28;Exact;;;;;FelCa;
1202/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11;Year;Unknown;;;28;Unknown;;;;;CanDo;
1203/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;8.4;Year;Exact;;;4.19;Exact;;;;;FelCa;
1204/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.5;Year;Exact;;;4.48;Exact;;;;;FelCa;
1205/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;21.0;Year;Exact;;;;Unknown;;;;;EquHo;
1206/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;17.0;Year;Exact;;;3.56;Exact;;;;;FelCa;
1207/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Month;Exact;;;2.4;Exact;;;;;FelCa;
1208/19;Canidae;Canine/dog;Companion;;Female;Unknown;;6;Year;Unknown;;;13;Unknown;;;;;CanDo;
